poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_party,cand1_pct,cand2_name,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
54500,117058,836,2000,2000_Pres-G_NH,NH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/22/2000,1338,Al Gore,DEM,38,George W. Bush,REP,46,,-8,11/7/2000,46.8,48.07,-1.27,6.73,-6.73,1,,
63611,117075,840,2000,2000_Pres-G_NY,NY,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/22/2000,781,Al Gore,DEM,48,George W. Bush,REP,37,,11,11/7/2000,60.22,35.22,25,14,-14,1,,
25897,7922,841,2000,2000_Pres-G_OH,OH,Pres-G,Pres-G,University of Cincinnati (Ohio Poll),346,10/22/2000,666,Al Gore,DEM,42,George W. Bush,REP,50,,-8,11/7/2000,46.46,49.97,-3.51,4.49,-4.49,1,,
6430,7899,843,2000,2000_Pres-G_OR,OR,Pres-G,Pres-G,American Research Group,9,10/22/2000,600,Al Gore,DEM,41,George W. Bush,REP,45,,-4,11/7/2000,46.96,46.52,0.44,4.44,-4.44,0,,
6426,7894,844,2000,2000_Pres-G_PA,PA,Pres-G,Pres-G,American Research Group,9,10/22/2000,600,Al Gore,DEM,48,George W. Bush,REP,43,,5,11/7/2000,50.6,46.43,4.17,0.83,0.83,1,,
6450,7919,844,2000,2000_Pres-G_PA,PA,Pres-G,Pres-G,Public Opinion Strategies,260,10/22/2000,800,Al Gore,DEM,43,George W. Bush,REP,45,,-2,11/7/2000,50.6,46.43,4.17,6.17,-6.17,0,for NRSC,R
6416,7883,845,2000,2000_Pres-G_RI,RI,Pres-G,Pres-G,Brown University,35,10/22/2000,370,Al Gore,DEM,47,George W. Bush,REP,29,,18,11/7/2000,60.99,31.91,29.08,11.08,-11.08,1,,
63730,117326,846,2000,2000_Pres-G_SC,SC,Pres-G,Pres-G,SurveyUSA,325,10/22/2000,500,Al Gore,DEM,41,George W. Bush,REP,54,,-13,11/7/2000,40.91,56.83,-15.93,2.93,2.93,1,,
6415,7882,855,2000,2000_Pres-G_WV,WV,Pres-G,Pres-G,RMS Research,273,10/22/2000,605,Al Gore,DEM,36,George W. Bush,REP,46,,-10,11/7/2000,45.59,51.92,-6.32,3.68,-3.68,1,,
63527,116947,40,2000,2000_Pres-G_US,US,Pres-G,Pres-G,ABC News/The Washington Post,3,10/23/2000,1037,Al Gore,DEM,47,George W. Bush,REP,48.5,,-1.5,11/7/2000,48.38,47.87,0.52,2.02,-2.02,0,average of multiple versions or turnout models listed in poll,
63543,116982,40,2000,2000_Pres-G_US,US,Pres-G,Pres-G,Harris Insights & Analytics,133,10/23/2000,813,Al Gore,DEM,43,George W. Bush,REP,48,,-5,11/7/2000,48.38,47.87,0.52,5.52,-5.52,0,,
6399,7867,40,2000,2000_Pres-G_US,US,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,395,10/23/2000,1200,Al Gore,DEM,45,George W. Bush,REP,42.5,,2.5,11/7/2000,48.38,47.87,0.52,1.98,1.98,1,average of multiple versions or turnout models listed in poll,
63731,117329,811,2000,2000_Pres-G_CO,CO,Pres-G,Pres-G,SurveyUSA,325,10/23/2000,500,Al Gore,DEM,39,George W. Bush,REP,52,,-13,11/7/2000,42.39,50.75,-8.36,4.64,-4.64,1,,
54442,117302,814,2000,2000_Pres-G_DE,DE,Pres-G,Pres-G,SurveyUSA,325,10/23/2000,500,Al Gore,DEM,49,George W. Bush,REP,45,,4,11/7/2000,54.96,41.9,13.06,9.06,-9.06,1,,
6403,7879,815,2000,2000_Pres-G_FL,FL,Pres-G,Pres-G,CBS News/The New York Times,36,10/23/2000,514,Al Gore,DEM,48.5,George W. Bush,REP,45,,3.5,11/7/2000,48.84,48.85,-0.01,3.51,3.51,0,average of multiple versions or turnout models listed in poll,
63613,117077,820,2000,2000_Pres-G_IL,IL,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/23/2000,880,Al Gore,DEM,44,George W. Bush,REP,40,,4,11/7/2000,54.6,42.58,12.01,8.01,-8.01,1,,
6432,7901,820,2000,2000_Pres-G_IL,IL,Pres-G,Pres-G,Richard Day Research Inc.,287,10/23/2000,801,Al Gore,DEM,43,George W. Bush,REP,38,,5,11/7/2000,54.6,42.58,12.01,7.01,-7.01,1,,
6385,7847,828,2000,2000_Pres-G_MI,MI,Pres-G,Pres-G,Hill Research Consultants,140,10/23/2000,550,Al Gore,DEM,41,George W. Bush,REP,42,,-1,11/7/2000,51.28,46.14,5.13,6.13,-6.13,0,for Michigan Chamber of Commerce,R
54458,117078,830,2000,2000_Pres-G_MO,MO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/23/2000,1072,Al Gore,DEM,42,George W. Bush,REP,46,,-4,11/7/2000,47.08,50.42,-3.34,0.66,-0.66,1,,
63614,117079,839,2000,2000_Pres-G_NV,NV,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/23/2000,817,Al Gore,DEM,37,George W. Bush,REP,49,,-12,11/7/2000,45.98,49.52,-3.55,8.45,-8.45,1,,
63615,117080,841,2000,2000_Pres-G_OH,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/23/2000,929,Al Gore,DEM,39,George W. Bush,REP,48,,-9,11/7/2000,46.46,49.97,-3.51,5.49,-5.49,1,,
6441,7910,847,2000,2000_Pres-G_SD,SD,Pres-G,Pres-G,Jim Meader (KELOLAND-TV),159,10/23/2000,506,Al Gore,DEM,33,George W. Bush,REP,51,,-18,11/7/2000,37.56,60.3,-22.73,4.73,4.73,1,among registered voters,
6405,7870,810,2000,2000_Pres-G_CA,CA,Pres-G,Pres-G,Research 2000,281,10/24/2000,822,Al Gore,DEM,49,George W. Bush,REP,39,,10,11/7/2000,53.45,41.65,11.8,1.8,-1.8,1,,
6400,7865,827,2000,2000_Pres-G_ME,ME,Pres-G,Pres-G,Market Decisions,184,10/24/2000,824,Al Gore,DEM,42,George W. Bush,REP,41,,1,11/7/2000,49.09,43.97,5.11,4.11,-4.11,1,,
25718,7846,828,2000,2000_Pres-G_MI,MI,Pres-G,Pres-G,EPIC-MRA,84,10/24/2000,600,Al Gore,DEM,42,George W. Bush,REP,44,,-2,11/7/2000,51.28,46.14,5.13,7.13,-7.13,0,,
6401,7866,828,2000,2000_Pres-G_MI,MI,Pres-G,Pres-G,Georgetown University (Battleground),114,10/24/2000,400,Al Gore,DEM,43,George W. Bush,REP,42,,1,11/7/2000,51.28,46.14,5.13,4.13,-4.13,1,,
6388,7850,828,2000,2000_Pres-G_MI,MI,Pres-G,Pres-G,Mitchell Research & Communications,213,10/24/2000,600,Al Gore,DEM,42,George W. Bush,REP,42,,0,11/7/2000,51.28,46.14,5.13,5.13,-5.13,0.5,,
6386,7848,830,2000,2000_Pres-G_MO,MO,Pres-G,Pres-G,Mason-Dixon Polling & Strategy,197,10/24/2000,625,Al Gore,DEM,44,George W. Bush,REP,45,,-1,11/7/2000,47.08,50.42,-3.34,2.34,2.34,1,,
6387,7849,832,2000,2000_Pres-G_MT,MT,Pres-G,Pres-G,Mason-Dixon Polling & Strategy,197,10/24/2000,628,Al Gore,DEM,37,George W. Bush,REP,49,,-12,11/7/2000,33.36,58.44,-25.07,13.07,13.07,1,,
6404,7869,836,2000,2000_Pres-G_NH,NH,Pres-G,Pres-G,Franklin Pierce University,107,10/24/2000,885,Al Gore,DEM,43,George W. Bush,REP,40,,3,11/7/2000,46.8,48.07,-1.27,4.27,4.27,0,among registered voters,
6398,7863,840,2000,2000_Pres-G_NY,NY,Pres-G,Pres-G,Blum & Weprin Associates,32,10/24/2000,844,Al Gore,DEM,55,George W. Bush,REP,31,,24,11/7/2000,60.22,35.22,25,1,-1,1,,
6406,7871,844,2000,2000_Pres-G_PA,PA,Pres-G,Pres-G,Georgetown University (Battleground),114,10/24/2000,400,Al Gore,DEM,45,George W. Bush,REP,40,,5,11/7/2000,50.6,46.43,4.17,0.83,0.83,1,,
54509,117059,850,2000,2000_Pres-G_UT,UT,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/24/2000,918,Al Gore,DEM,24,George W. Bush,REP,62,,-38,11/7/2000,26.34,66.83,-40.49,2.49,2.49,1,,
25901,7878,851,2000,2000_Pres-G_VA,VA,Pres-G,Pres-G,ABC News/The Washington Post,3,10/24/2000,1009,Al Gore,DEM,45,George W. Bush,REP,49,,-4,11/7/2000,44.44,52.47,-8.04,4.04,4.04,1,,
63619,117084,851,2000,2000_Pres-G_VA,VA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/24/2000,1100,Al Gore,DEM,38,George W. Bush,REP,50,,-12,11/7/2000,44.44,52.47,-8.04,3.96,-3.96,1,,
6389,7851,852,2000,2000_Pres-G_VT,VT,Pres-G,Pres-G,Research 2000,281,10/24/2000,400,Al Gore,DEM,52,George W. Bush,REP,36,,16,11/7/2000,50.63,40.7,9.94,6.06,6.06,1,,
6407,7872,854,2000,2000_Pres-G_WI,WI,Pres-G,Pres-G,Georgetown University (Battleground),114,10/24/2000,400,Al Gore,DEM,43,George W. Bush,REP,42,,1,11/7/2000,47.83,47.61,0.22,0.78,0.78,1,,
6382,121930,40,2000,2000_Pres-G_US,US,Pres-G,Pres-G,GQR Research (GQRR),126,10/25/2000,998,Al Gore,DEM,47,George W. Bush,REP,45,,2,11/7/2000,48.38,47.87,0.52,1.48,1.48,1,average of multiple versions or turnout models listed in poll,
6378,7839,40,2000,2000_Pres-G_US,US,Pres-G,Pres-G,Gallup,112,10/25/2000,851,Al Gore,DEM,39,George W. Bush,REP,52,,-13,11/7/2000,48.38,47.87,0.52,13.52,-13.52,0,,
63621,117087,40,2000,2000_Pres-G_US,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,277,10/25/2000,3750,Al Gore,DEM,46,George W. Bush,REP,42,,4,11/7/2000,48.38,47.87,0.52,3.48,3.48,1,,
6392,7854,811,2000,2000_Pres-G_CO,CO,Pres-G,Pres-G,Ciruli Associates,51,10/25/2000,400,Al Gore,DEM,37,George W. Bush,REP,47,,-10,11/7/2000,42.39,50.75,-8.36,1.64,-1.64,1,,
