poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_party,cand1_pct,cand2_name,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
64403,118472,2151,1998,1998_House-G_OH-6,OH-6,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Ted Strickland,DEM,42,Nancy P. Hollister,REP,41,,1,11/3/1998,56.96,43.04,13.92,12.92,-12.92,1,,
64405,118480,2188,1998,1998_House-G_PA-13,PA-13,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Joe Hoeffel,DEM,42,Jon David Fox,REP,48,,-6,11/3/1998,51.55,46.57,4.98,10.98,-10.98,0,,
64406,118481,2260,1998,1998_House-G_WA-1,WA-1,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Jay Robert Inslee,DEM,44,Richard Alan White,REP,44,,0,11/3/1998,49.77,44.12,5.66,5.66,-5.66,0.5,,
64408,118489,2272,1998,1998_House-G_WI-1,WI-1,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Lydia Carol Spottswood,DEM,38,Paul Ryan,REP,52,,-14,11/3/1998,42.73,57.11,-14.38,0.38,0.38,1,,
66199,123151,8661,1998,1998_House-G_US,US,House-G,House-G,ABC News/The Washington Post,3,10/25/1998,600,Democratic,DEM,44,Republican,REP,36,,8,11/3/1998,47.29,48.41,-1.12,9.12,9.12,0,sample size unavailable; estimated at 600 as a default; among registered voters,
26156,117971,2082,1998,1998_House-G_NV-1,NV-1,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/26/1998,366,Shelley Berkley,DEM,44,Don Chairez,REP,40,,4,11/3/1998,49.24,45.65,3.59,0.41,0.41,1,,
64225,118180,2085,1998,1998_House-G_NH-2,NH-2,House-G,House-G,RKM Research and Communications Inc.,272,10/26/1998,183,Mary Rauh,DEM,38,Charles Bass,REP,53,,-15,11/3/1998,44.77,53.16,-8.38,6.62,-6.62,1,,
64261,118239,2134,1998,1998_House-G_NC-2,NC-2,House-G,House-G,SurveyUSA,325,10/26/1998,500,Bob R. Etheridge,DEM,52,Dan Page,REP,39,,13,11/3/1998,57.39,41.67,15.73,2.73,-2.73,1,,
28258,33536,8661,1998,1998_House-G_US,US,House-G,House-G,NBC News/The Wall Street Journal,221,10/26/1998,1025,Democratic,DEM,43,Republican,REP,40,,3,11/3/1998,47.29,48.41,-1.12,4.12,4.12,0,among registered voters,
28257,123195,8661,1998,1998_House-G_US,US,House-G,House-G,CBS News/The New York Times,36,10/27/1998,485,Democratic,DEM,47,Republican,REP,50,,-3,11/3/1998,47.29,48.41,-1.12,1.88,-1.88,1,,
66181,123115,8661,1998,1998_House-G_US,US,House-G,House-G,PSB Research,250,10/28/1998,500,Democratic,DEM,43,Republican,REP,33,,10,11/3/1998,47.29,48.41,-1.12,11.12,11.12,0,for Democratic Leadership Council; among registered voters,D
28256,33534,8661,1998,1998_House-G_US,US,House-G,House-G,Fox News/Opinion Dynamics Corp.,104,10/29/1998,673,Democratic,DEM,38,Republican,REP,48,,-10,11/3/1998,47.29,48.41,-1.12,8.88,-8.88,1,,
66188,123122,8661,1998,1998_House-G_US,US,House-G,House-G,Pew Research Center,253,10/30/1998,3184,Democratic,DEM,48,Republican,REP,39,,9,11/3/1998,47.29,48.41,-1.12,10.12,10.12,0,among all adults,
66189,33533,8661,1998,1998_House-G_US,US,House-G,House-G,Pew Research Center,253,10/30/1998,743,Democratic,DEM,46,Republican,REP,44,,2,11/3/1998,47.29,48.41,-1.12,3.12,3.12,0,,
36819,120403,8661,1998,1998_House-G_US,US,House-G,House-G,ABC News/The Washington Post,3,10/31/1998,600,Democratic,DEM,47.5,Republican,REP,47,,0.5,11/3/1998,47.29,48.41,-1.12,1.62,1.62,0,sample size unavailable; estimated at 600 as a default; average of multiple versions or turnout models listed in poll,
28254,117335,8661,1998,1998_House-G_US,US,House-G,House-G,Gallup,112,10/31/1998,1105,Democratic,DEM,49,Republican,REP,45,,4,11/3/1998,47.29,48.41,-1.12,5.12,5.12,0,,
64262,118240,2171,1998,1998_House-G_OR-1,OR-1,House-G,House-G,SurveyUSA,325,11/1/1998,400,David Wu,DEM,45,Molly Bordonaro,REP,49,,-4,11/3/1998,50.1,47.11,2.99,6.99,-6.99,0,,
64263,118241,2185,1998,1998_House-G_PA-10,PA-10,House-G,House-G,SurveyUSA,325,11/1/1998,400,Patrick R. Casey,DEM,48,Don Sherwood,REP,47,,1,11/3/1998,48.4,48.7,-0.3,1.3,1.3,0,,
28252,33530,8661,1998,1998_House-G_US,US,House-G,House-G,CBS News/The New York Times,36,11/1/1998,600,Democratic,DEM,49,Republican,REP,48,,1,11/3/1998,47.29,48.41,-1.12,2.12,2.12,0,sample size unavailable; estimated at 600 as a default,
66174,123079,8661,1998,1998_House-G_US,US,House-G,House-G,Gallup,112,11/2/1998,1037,Democratic,DEM,47,Republican,REP,38,,9,11/3/1998,47.29,48.41,-1.12,10.12,10.12,0,among all adults,
64151,118026,2696,2000,2000_House-G_WA-2,WA-2,House-G,House-G,Moore Information,217,10/17/2000,300,Rick Larsen,DEM,37,John Koster,REP,41,,-4,11/7/2000,50.01,45.93,4.08,8.08,-8.08,0,for unspecified Republican spnosor,R
6476,33375,8652,2000,2000_House-G_US,US,House-G,House-G,Gallup,112,10/17/2000,706,Democratic,DEM,45,Republican,REP,50,,-5,11/7/2000,47.12,47.54,-0.41,4.59,-4.59,1,,
64152,118027,2505,2000,2000_House-G_MO-2,MO-2,House-G,House-G,Moore Information,217,10/18/2000,350,Ted House,DEM,37,Todd Akin,REP,39,,-2,11/7/2000,42.42,55.33,-12.91,10.91,10.91,1,for unspecified Republican spnosor,R
6466,120598,8652,2000,2000_House-G_US,US,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/18/2000,1200,Democratic,DEM,39,Republican,REP,39,,0,11/7/2000,47.12,47.54,-0.41,0.41,0.41,0.5,,
64029,117835,2527,2000,2000_House-G_NJ-7,NJ-7,House-G,House-G,Diversified Research Inc,80,10/19/2000,300,Maryanne Connelly,DEM,33,Michael A. Ferguson,REP,44,,-11,11/7/2000,45.57,51.58,-6.01,4.99,-4.99,1,for unspecified Republican spnosor,R
28095,33373,8652,2000,2000_House-G_US,US,House-G,House-G,Princeton Survey Research Associates International,258,10/19/2000,800,Democratic,DEM,47,Republican,REP,43,,4,11/7/2000,47.12,47.54,-0.41,4.41,4.41,0,,
63861,117565,2319,2000,2000_House-G_CA-20,CA-20,House-G,House-G,"California State University, Bakersfield",41,10/20/2000,483,Calvin M. Dooley,DEM,38,Rich Rodriguez,REP,41,,-3,11/7/2000,52.35,45.49,6.85,9.85,-9.85,0,,
28091,33369,8652,2000,2000_House-G_US,US,House-G,House-G,American Viewpoint,10,10/20/2000,800,Democratic,DEM,40,Republican,REP,41,,-1,11/7/2000,47.12,47.54,-0.41,0.59,-0.59,1,,
28094,33372,8652,2000,2000_House-G_US,US,House-G,House-G,CBS News/The New York Times,36,10/20/2000,825,Democratic,DEM,38,Republican,REP,38,,0,11/7/2000,47.12,47.54,-0.41,0.41,0.41,0.5,,
64125,117972,2372,2000,2000_House-G_FL-8,FL-8,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/21/2000,426,Linda Welch Chapin,DEM,44,Richard A. Keller,REP,39,,5,11/7/2000,49.19,50.79,-1.61,6.61,6.61,0,,
25829,118058,2513,2000,2000_House-G_MT-1,MT-1,House-G,House-G,Montana State University Billings,216,10/21/2000,403,Brian Schweitzer,DEM,42,Conrad Burns,REP,44,,-2,11/7/2000,46.28,51.5,-5.22,3.22,3.22,1,,
64264,118242,2695,2000,2000_House-G_WA-1,WA-1,House-G,House-G,SurveyUSA,325,10/21/2000,500,Jay Robert Inslee,DEM,52,Dan McDonald,REP,45,,7,11/7/2000,54.55,42.65,11.9,4.9,-4.9,1,,
64264,118243,2696,2000,2000_House-G_WA-2,WA-2,House-G,House-G,SurveyUSA,325,10/21/2000,500,Rick Larsen,DEM,50,John Koster,REP,44,,6,11/7/2000,50.01,45.93,4.08,1.92,1.92,1,,
64264,118244,2702,2000,2000_House-G_WA-8,WA-8,House-G,House-G,SurveyUSA,325,10/21/2000,500,Heidi Behrens-Benedict,DEM,40,Jennifer Blackburn Dunn,REP,58,,-18,11/7/2000,35.64,62.23,-26.59,8.59,8.59,1,,
6455,33367,8652,2000,2000_House-G_US,US,House-G,House-G,Georgetown University (Battleground),114,10/21/2000,1000,Democratic,DEM,42,Republican,REP,40,,2,11/7/2000,47.12,47.54,-0.41,2.41,2.41,0,,
6423,120595,8652,2000,2000_House-G_US,US,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/21/2000,1204,Democratic,DEM,40,Republican,REP,42,,-2,11/7/2000,47.12,47.54,-0.41,1.59,-1.59,1,,
64265,118245,2379,2000,2000_House-G_FL-15,FL-15,House-G,House-G,SurveyUSA,325,10/22/2000,500,Patsy Ann Kurth,DEM,40,David J. Weldon,REP,56,,-16,11/7/2000,39.24,58.84,-19.6,3.6,3.6,1,,
64266,118246,2592,2000,2000_House-G_OH-12,OH-12,House-G,House-G,SurveyUSA,325,10/22/2000,500,Maryellen O'Shaughnessy,DEM,41,Patrick J. Tiberi,REP,56,,-15,11/7/2000,43.83,52.87,-9.04,5.96,-5.96,1,,
64031,117846,2614,2000,2000_House-G_PA-4,PA-4,House-G,House-G,Dynamic Marketing Inc.,83,10/22/2000,416,Terry E. Van Horne,DEM,34,Melissa A. Hart,REP,49,,-15,11/7/2000,40.99,59.01,-18.02,3.02,3.02,1,,
63612,117319,8652,2000,2000_House-G_US,US,House-G,House-G,Rasmussen Reports/Pulse Opinion Research,277,10/22/2000,3750,Democratic,DEM,39.3,Republican,REP,41.2,,-1.9,11/7/2000,47.12,47.54,-0.41,1.49,-1.49,1,,
64223,118177,2412,2000,2000_House-G_IL-10,IL-10,House-G,House-G,Richard Day Research Inc.,287,10/23/2000,305,Lauren Beth Gash,DEM,35,Mark Kirk,REP,45,,-10,11/7/2000,48.81,51.19,-2.38,7.62,-7.62,1,,
64267,118247,2431,2000,2000_House-G_IN-9,IN-9,House-G,House-G,SurveyUSA,325,10/23/2000,500,Baron P. Hill,DEM,55,Michael E. Bailey,REP,41,,14,11/7/2000,54.19,43.82,10.37,3.63,3.63,1,,
64268,118248,2614,2000,2000_House-G_PA-4,PA-4,House-G,House-G,SurveyUSA,325,10/23/2000,800,Terry E. Van Horne,DEM,44,Melissa A. Hart,REP,51,,-7,11/7/2000,40.99,59.01,-18.02,11.02,11.02,1,,
64033,117849,2319,2000,2000_House-G_CA-20,CA-20,House-G,House-G,FM3 Research,91,10/24/2000,400,Calvin M. Dooley,DEM,49,Rich Rodriguez,REP,38,,11,11/7/2000,52.35,45.49,6.85,4.15,4.15,1,for unspecified Democratic spnosor,D
64110,117953,2444,2000,2000_House-G_KY-3,KY-3,House-G,House-G,Louisville Courier-Journal,174,10/24/2000,696,Eleanor Jordan,DEM,39,Anne Meagher Northup,REP,49,,-10,11/7/2000,44.23,52.87,-8.64,1.36,-1.36,1,,
25718,117848,2482,2000,2000_House-G_MI-8,MI-8,House-G,House-G,EPIC-MRA,84,10/24/2000,400,Dianne Byrum,DEM,45,Mike Rogers,REP,44,,1,11/7/2000,48.74,48.79,-0.05,1.05,1.05,0,,
6387,117973,2513,2000,2000_House-G_MT-1,MT-1,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/24/2000,628,Brian Schweitzer,DEM,43,Conrad Burns,REP,46,,-3,11/7/2000,46.28,51.5,-5.22,2.22,2.22,1,,
64005,117804,2601,2000,2000_House-G_OK-2,OK-2,House-G,House-G,Consumer Logic,59,10/24/2000,600,Brad R. Carson,DEM,44,Andy Ewing,REP,29,,15,11/7/2000,54.9,41.79,13.1,1.9,1.9,1,,
64200,118116,2699,2000,2000_House-G_WA-5,WA-5,House-G,House-G,Research 2000,281,10/24/2000,404,Tom Keefe,DEM,39,George R. Nethercutt,REP,48,,-9,11/7/2000,38.89,57.34,-18.44,9.44,9.44,1,,
6381,120594,8652,2000,2000_House-G_US,US,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/24/2000,1209,Democratic,DEM,45,Republican,REP,38,,7,11/7/2000,47.12,47.54,-0.41,7.41,7.41,0,,
64269,118249,2445,2000,2000_House-G_KY-4,KY-4,House-G,House-G,SurveyUSA,325,10/25/2000,500,Ken Lucas,DEM,60,Don Bell,REP,37,,23,11/7/2000,54.26,43.52,10.75,12.25,12.25,1,,
64270,118250,2517,2000,2000_House-G_NV-1,NV-1,House-G,House-G,SurveyUSA,325,10/25/2000,500,Shelley Berkley,DEM,53,Jon C. Porter,REP,45,,8,11/7/2000,51.68,44.18,7.5,0.5,0.5,1,,
64396,118464,2705,2000,2000_House-G_WV-2,WV-2,House-G,House-G,West Virginia Research Center,378,10/25/2000,424,Jim Humphreys,DEM,38,Shelley Moore Capito,REP,32,,6,11/7/2000,45.92,48.49,-2.57,8.57,8.57,0,,
28085,33363,8652,2000,2000_House-G_US,US,House-G,House-G,GQR Research (GQRR),126,10/25/2000,998,Democratic,DEM,47,Republican,REP,42,,5,11/7/2000,47.12,47.54,-0.41,5.41,5.41,0,,
6378,122053,8652,2000,2000_House-G_US,US,House-G,House-G,Gallup,112,10/25/2000,600,Democratic,DEM,45,Republican,REP,47,,-2,11/7/2000,47.12,47.54,-0.41,1.59,-1.59,1,sample size unavailable; estimated at 600 as a default; among registered voters,
64028,117833,2614,2000,2000_House-G_PA-4,PA-4,House-G,House-G,Decision Forecasting,77,10/26/2000,426,Terry E. Van Horne,DEM,36,Melissa A. Hart,REP,44,,-8,11/7/2000,40.99,59.01,-18.02,10.02,10.02,1,,
63878,33357,8652,2000,2000_House-G_US,US,House-G,House-G,Princeton Survey Research Associates International,258,10/26/2000,818,Democratic,DEM,46,Republican,REP,44,,2,11/7/2000,47.12,47.54,-0.41,2.41,2.41,0,,
6396,123193,8652,2000,2000_House-G_US,US,House-G,House-G,Princeton Survey Research Associates International,258,10/26/2000,600,Democratic,DEM,43,Republican,REP,37,,6,11/7/2000,47.12,47.54,-0.41,6.41,6.41,0,sample size unavailable; estimated at 600 as a default,
28080,33358,8652,2000,2000_House-G_US,US,House-G,House-G,Yankelovich Partners Inc.,390,10/26/2000,1076,Democratic,DEM,46,Republican,REP,45,,1,11/7/2000,47.12,47.54,-0.41,1.41,1.41,0,,
6375,33354,8652,2000,2000_House-G_US,US,House-G,House-G,Georgetown University (Battleground),114,10/27/2000,1000,Democratic,DEM,42,Republican,REP,38,,4,11/7/2000,47.12,47.54,-0.41,4.41,4.41,0,,
6306,122056,8652,2000,2000_House-G_US,US,House-G,House-G,Gallup,112,10/28/2000,600,Democratic,DEM,47,Republican,REP,45,,2,11/7/2000,47.12,47.54,-0.41,2.41,2.41,0,sample size unavailable; estimated at 600 as a default; among registered voters,
6316,118071,2299,2000,2000_House-G_AR-4,AR-4,House-G,House-G,Opinion Research Associates,242,10/29/2000,400,Michael Avery Ross,DEM,46,Jay Woodson Dickey,REP,46,,0,11/7/2000,50.97,49.03,1.94,1.94,-1.94,0.5,among registered voters,
64126,117974,2359,2000,2000_House-G_CT-2,CT-2,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/29/2000,410,Sam Gejdenson,DEM,44,Robert R. Simmons,REP,43,,1,11/7/2000,49.37,48.8,0.57,0.43,0.43,1,,
64409,118490,2372,2000,2000_House-G_FL-8,FL-8,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/29/2000,400,Linda Welch Chapin,DEM,38,Richard A. Keller,REP,50,,-12,11/7/2000,49.19,50.79,-1.61,10.39,-10.39,1,,
25863,118117,2425,2000,2000_House-G_IN-3,IN-3,House-G,House-G,Research 2000,281,10/29/2000,401,Timothy J. Roemer,DEM,48,J. Chris Chocola,REP,41,,7,11/7/2000,51.57,47.44,4.14,2.86,2.86,1,,
64389,118456,2372,2000,2000_House-G_FL-8,FL-8,House-G,House-G,Voter/Consumer Research,371,10/30/2000,400,Linda Welch Chapin,DEM,41,Richard A. Keller,REP,47,,-6,11/7/2000,49.19,50.79,-1.61,4.39,-4.39,1,for unspecified Republican spnosor,R
64271,118251,2581,2000,2000_House-G_OH-1,OH-1,House-G,House-G,SurveyUSA,325,10/30/2000,500,John Cranley,DEM,40,Steve Chabot,REP,58,,-18,11/7/2000,44.61,52.97,-8.37,9.63,-9.63,1,,
28073,33351,8652,2000,2000_House-G_US,US,House-G,House-G,CBS News/The New York Times,36,10/30/2000,965,Democratic,DEM,44,Republican,REP,37,,7,11/7/2000,47.12,47.54,-0.41,7.41,7.41,0,,
64127,117975,2299,2000,2000_House-G_AR-4,AR-4,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/31/2000,417,Michael Avery Ross,DEM,41,Jay Woodson Dickey,REP,44,,-3,11/7/2000,50.97,49.03,1.94,4.94,-4.94,0,,
64272,118252,2386,2000,2000_House-G_FL-22,FL-22,House-G,House-G,SurveyUSA,325,10/31/2000,500,Elaine Bloom,DEM,52,E. Clay Shaw,REP,45,,7,11/7/2000,49.86,50.14,-0.28,7.28,7.28,0,,
6234,118118,2520,2000,2000_House-G_NH-2,NH-2,House-G,House-G,Research 2000,281,10/31/2000,600,Barney Brannen,DEM,36,Charles Bass,REP,47,,-11,11/7/2000,40.67,56.23,-15.56,4.56,4.56,1,,
6246,33350,8652,2000,2000_House-G_US,US,House-G,House-G,GQR Research (GQRR),126,10/31/2000,1016,Democratic,DEM,49,Republican,REP,44,,5,11/7/2000,47.12,47.54,-0.41,5.41,5.41,0,,
64273,118253,2348,2000,2000_House-G_CA-49,CA-49,House-G,House-G,SurveyUSA,325,11/1/2000,500,Susan A. Davis,DEM,47,Brian P. Bilbray,REP,45,,2,11/7/2000,49.63,46.18,3.45,1.45,-1.45,1,,
64274,118254,2372,2000,2000_House-G_FL-8,FL-8,House-G,House-G,SurveyUSA,325,11/1/2000,500,Linda Welch Chapin,DEM,43,Richard A. Keller,REP,55,,-12,11/7/2000,49.19,50.79,-1.61,10.39,-10.39,1,,
