cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000425,0,,78,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0014,0,,77,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0011,.00005,,76,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00075,0,,75,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001525,0,,74,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000525,.000025,,73,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001375,0,,72,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000725,0,,71,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0009,.000025,,70,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000075,0,,7,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000825,0,,69,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00085,0,,68,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000575,0,,67,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0012,0,,66,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00065,0,,65,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000475,0,,64,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001175,0,,63,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001025,0,,62,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000425,0,,61,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000675,0,,60,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,0,,6,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000725,0,,59,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00035,0,,58,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00075,0,,57,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000425,0,,56,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000575,0,,55,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000625,.000025,,54,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000025,,538,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0002,,537,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,0,,536,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000025,,535,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0005,,534,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00005,,533,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000025,,532,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000075,,531,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000125,,530,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00025,0,,53,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000075,,529,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000125,,528,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000125,,527,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0001,,526,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0001,,525,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00005,,524,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00015,,523,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00025,,522,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00015,,521,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0001,,520,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0007,0,,52,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000175,,519,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000175,,518,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00005,,517,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00025,,516,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000275,,515,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0001,,514,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00025,,513,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00035,,512,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0001,,511,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00035,,510,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000775,0,,51,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0003,,509,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00015,,508,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000325,,507,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000375,,506,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0002,,505,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00035,,504,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.000225,,503,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000375,,502,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0003,,501,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000225,,500,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000375,.000025,,50,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,0,,5,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000575,,499,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000425,,498,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000125,,497,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00075,,496,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0005,,495,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00015,,494,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000775,,493,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000625,,492,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00015,,491,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000525,,490,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000525,0,,49,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000525,,489,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.000375,,488,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000775,,487,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0007,,486,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00025,,485,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.000625,,484,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000575,,483,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000425,,482,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00075,,481,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00035,,480,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000525,0,,48,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000725,,479,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000675,,478,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000425,,477,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001025,,476,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001175,,475,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000475,,474,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00065,,473,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0012,,472,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000575,,471,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00085,,470,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00015,0,,47,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000825,,469,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.0009,,468,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000725,,467,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001375,,466,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.000525,,465,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001525,,464,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00075,,463,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.0011,,462,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0014,,461,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.000425,,460,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000625,0,,46,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001175,,459,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001225,,458,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001025,,457,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0015,,456,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00195,,455,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.0008,,454,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00125,,453,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00185,,452,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.00135,,451,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001675,,450,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000775,0,,45,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0017,,449,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001,,448,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.001425,,447,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.002,,446,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0021,,445,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0025,,444,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.0011,,443,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001575,,442,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0027,,441,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001675,,440,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00015,0,,44,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001675,,439,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.002375,,438,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.00145,,437,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.003525,,436,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.00505,,435,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.002125,,434,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001225,,433,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.003425,,432,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.003325,,431,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.00215,,430,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0005,0,,43,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0036,,429,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000075,.00425,,428,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.002225,,427,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.003825,,426,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0062,,425,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.0016,,424,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.002875,,423,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.00795,,422,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.00255,,421,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.002225,,420,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00075,0,,42,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.008325,,419,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.001975,,418,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001625,,417,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000075,.016275,,416,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00285,,415,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.0018,,414,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.032125,,413,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.008925,,412,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.00115,,411,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.0026,,410,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000125,0,,41,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.00185,,409,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0001,.001325,,408,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000075,.005275,,407,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.006475,,406,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.0009,,405,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0001,.0016,,404,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.0031,,403,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.001425,,402,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.00145,,401,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000075,.004675,,400,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000425,0,,40,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0005,0,,4,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0001,.001675,,399,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.001425,,398,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000075,.0083,,397,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0001,.00255,,396,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.001275,,395,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.002575,,394,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.0016,,393,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000175,.001225,,392,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0001,.004225,,391,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,.003175,,390,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000575,0,,39,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,.001725,,389,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000325,.003575,,388,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000175,.001975,,387,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,.001325,,386,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000075,.0017,,385,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000225,.00285,,384,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0003,.00165,,383,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000325,.002,,382,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0002,.0038,,381,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000225,.0017,,380,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000225,0,,38,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00035,.001875,,379,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000375,.00665,,378,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000225,.001775,,377,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000425,.001525,,376,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0003,.01855,,375,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000375,.00525,,374,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000125,.001625,,373,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000225,.003675,,372,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00025,.001825,,371,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000375,.001575,,370,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0003,0,,37,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000375,.00735,,369,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000325,.007275,,368,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000225,.001925,,367,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00065,.001475,,366,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000225,.00425,,365,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00035,.003225,,364,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001275,.0018,,363,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003675,.006125,,362,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000425,.002075,,361,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00075,.002375,,360,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000375,0,,36,07:05:03 26 Sep 2020,40000
